Attributes,HeLa.S3.WT.00_h.R1,HeLa.S3.WT.00_h.R2,HeLa.S3.WT.00_h.R3,HeLa.S3.WT.02_h.R1,HeLa.S3.WT.02_h.R2,HeLa.S3.WT.02_h.R3,HeLa.S3.WT.04_h.R1,HeLa.S3.WT.04_h.R2,HeLa.S3.WT.04_h.R3,HeLa.S3.WT.08_h.R1,HeLa.S3.WT.08_h.R2,HeLa.S3.WT.08_h.R3,HeLa.S3.WT.16_h.R1,HeLa.S3.WT.16_h.R2,HeLa.S3.WT.16_h.R3,HeLa.S3.WT.24_h.R1,HeLa.S3.WT.24_h.R2,HeLa.S3.WT.24_h.R3
E1WEA4,2,3.5,1.5,0.5,0,0,0.5,0,1,1.5,0.5,0.5,6,3,5,15,20.5,29
E1WEA5,1.5,2,0.5,0,0.5,0,2,0,0.5,0.5,0.5,0,2,4.5,5,10,12.5,33.5
E1WEA6,0.5,0.5,1,1,0,0,0.5,0,0,0,0,0.5,1,0.5,2,8,9,9.5
E1WEA7,2,6.5,2.5,0,0,0,1,0,0,0,0,0,2.5,1.5,3.5,15.5,23,23
E1WEA8,1,2.5,1,0,0.5,0,0,1,0,0,0,0.5,0.5,2,1.5,5.5,11,11
E1WEA9,1,1.5,2.5,0,0,0,0,0.5,0,0,1.5,1,2,1.5,2,20,20,24
E1WEB0,219,244.5,270.5,26,29,34,29.5,72,20.5,35,76.5,53,91,126,90,182,201.5,253.5
E1WEB1,17,24.5,26.5,0.5,1.5,1.5,2.5,5,1.5,4,4,4,7.5,9,9,21,25.5,27.5
E1WEB2,17.5,25,22.5,2,3.5,2.5,2.5,8,0.5,3.5,2.5,9,7,6.5,7.5,20,15,30.5
E1WEB3,48.5,62.5,74,5,2.5,7.5,11,16.5,5.5,4,11,4,38.5,40.5,45,237.5,285,340
E1WEB4,24.5,40.5,43.5,2,0.5,0,2.5,8,2,7.5,11.5,3.5,16,13,21.5,96.5,112.5,133
E1WEB5,470,572.5,414.5,10.5,22,0,32.5,62,11,8.5,11.5,16,170.5,244.5,363,1763.5,2097,3401.5
E1WEB6,18,21,29.5,10,10.5,3.5,24,18.5,12,17,37,17.5,55.5,71.5,67,353.5,425.5,450.5
E1WEB7,41,45,45.5,16,23.5,5.5,27,42.5,15.5,46.5,66.5,36.5,93,92.5,102,458.5,509,576.5
E1WEB8,4.5,4.5,4.5,0.5,0,1.5,3,5.5,3.5,4,8.5,3.5,20,21,24,166,169.5,220.5
E1WEB9,8,11.5,6.5,10,12,8,21.5,28,15,20.5,50,29,42.5,57,29.5,58,65,65.5
E1WEC0,3,2,1.5,2,1.5,0,0.5,3,0,3,6.5,3,3.5,5,3,23,28,34
E1WEC1,1,1,1,0,0,0,1,1,1.5,0.5,6,1,2.5,3,7.5,9.5,13.5,15.5
E1WEC2,55.5,73,29,6.5,5,0,5,8.5,4,4,8.5,10,13,20.5,13.5,73,84.5,107
E1WEC3,11,19,18.5,0.5,1,0.5,2.5,3.5,1.5,5,7,3.5,18.5,16.5,23.5,66,102,102.5
E1WEC4,1.5,5,2,0.5,0,0,1,0.5,0.5,1.5,9.5,0.5,1.5,0,2.5,4.5,14,12
E1WEC6,2,4,2,0.5,1,0,0.5,1,2,2,1.5,2,4.5,10,4.5,12,13,16.5
E1WEC7,12,14,16,14,17.5,4,20,50.5,13,26,51.5,29.5,51,60,59.5,104.5,123,144
E1WEC8,10,9.5,7,12,20.5,6.5,18,40.5,10,8,16.5,19.5,17,29,19,38.5,33.5,43.5
E1WEC9,7.5,7.5,5.5,13,21.5,6,17,38.5,10.5,17.5,22,12.5,33.5,36,21.5,36.5,53,67.5
E1WED0,5,5,5,9,6,2.5,7,15.5,9,8.5,14,7,21,24.5,10.5,16.5,14.5,21
E1WED1,1,3.5,1.5,15.5,18.5,8,16,36,16,11.5,25.5,15.5,35.5,41.5,21,34.5,30,42
E1WED2,7,8.5,10,28.5,31,12.5,47.5,61,21.5,28.5,70.5,35,47.5,63,41,49.5,56.5,55.5
E1WED3,8,21,18,30.5,40.5,16,42.5,97.5,44.5,48.5,118.5,58.5,80.5,79,79.5,103,115,95
E1WED4,2.5,3,4.5,11.5,16,1.5,12.5,23,10,19.5,27.5,14,15.5,21.5,20,22.5,31,35.5
E1WED5,14.5,18.5,19.5,13,26,13,33.5,46.5,26.5,36,72,36,63,63.5,69.5,74.5,76.5,93.5
E1WED6,261,302.5,315.5,27.5,27.5,12,48.5,82.5,23.5,27,65,58.5,64.5,98.5,62.5,228.5,256,284
E1WED7,23.5,24.5,22,0,2,0,1,2,1,0,1,3,5.5,9,4.5,27.5,25.5,48
E1WED8,15,21.5,14.5,2,2,0.5,3.5,3.5,1,0,4.5,1,4.5,10,6.5,35.5,42.5,57
E1WED9,15.5,31,20.5,1.5,2,0.5,7.5,13.5,4.5,9.5,17,6,32,39.5,30.5,92.5,85.5,120.5
E1WEE0,14,25,29,5.5,13.5,1.5,19,22,9,23,42,18.5,72.5,76,53.5,77,100.5,101.5
E1WEE1,266.5,293.5,305,151.5,212,100.5,286,499,170.5,475,892,386.5,938.5,1200.5,823.5,790,912,964.5
E1WEE2,99.5,104.5,84,81.5,104,44.5,152,228,77,138.5,335.5,235,398,518,351.5,245.5,304.5,379.5
E1WEE3,135.5,172.5,121.5,24,19,8.5,24.5,53.5,16.5,22.5,52,43.5,83,84.5,108.5,219,252.5,275
E1WEE4,161,206,141.5,18,20,29.5,27.5,65,24,49,65,74,148.5,166,178.5,855.5,926,864.5
E1WEE5,8,17.5,5,4,3,1,6,14,6,2.5,17,14,20,25.5,21,65.5,80,102.5
E1WEE6,28,55.5,61.5,19,27.5,19.5,32,68,22,33.5,77,58,123,144,136.5,251,275,299
E1WEE7,19,22.5,26,3,3.5,0.5,6,9.5,2.5,2.5,9,6.5,9,14.5,13,28,43,49.5
E1WEE8,48,65.5,54.5,1,6.5,0.5,6,12,4.5,8,18,10.5,25.5,30.5,43,186.5,251.5,242
E1WEE9,10,8.5,9,3,4,1,6,12,4,11.5,9.5,8.5,16.5,23.5,15.5,36,34.5,51.5
E1WEF0,25.5,28,27.5,1,1,0.5,3,7,0.5,6.5,6,4,14.5,10.5,15,58.5,72,65.5
E1WEF1,265,337.5,109,19,17,5.5,32,44.5,5,7,17,12.5,58,90,49,277.5,324.5,312.5
E1WEF2,7.5,2,8.5,1,0,1.5,3,3.5,1.5,1.5,1,2.5,9,8.5,14.5,83,82.5,107.5
E1WEF3,4.5,8,4.5,0.5,2,0,2,1.5,1.5,1,5,0.5,10,15.5,23,114.5,126,149.5
E1WEF4,16.5,23,12.5,4.5,4.5,1,2,8,3,5.5,12,2.5,38.5,46,68,357,419,475.5
E1WEF5,11.5,20,27.5,1.5,1.5,0,4.5,4.5,2.5,5,4.5,4.5,38.5,39.5,60.5,345.5,359.5,461
E1WEF6,36.5,42.5,34.5,2.5,4.5,1,6,9,6,9.5,21,14.5,65,92.5,97.5,541.5,592.5,718.5
E1WEF7,0.5,2,3,0,0.5,0,0.5,0.5,0.5,2,1,1,7,6.5,7,51.5,58.5,43.5
E1WEF8,1,1.5,0.5,0,0.5,0,0,0.5,0.5,0,0.5,1.5,4.5,2.5,7.5,53,59.5,82.5
E1WEF9,3,6.5,0.5,0,1,0,2.5,2.5,0,2,5.5,2,3.5,5.5,11.5,40.5,45,57
E1WEG0,3.5,3.5,3,3.5,8,3.5,6.5,14.5,3.5,10,18,13,16.5,19.5,20,51.5,57.5,61.5
E1WEG1,22,21.5,18.5,0.5,3,0.5,4,13,3,3,5,7,20,27.5,32,141,158.5,183.5
E1WEG2,18.5,25,30.5,3,5.5,1.5,5.5,15,2.5,5.5,16,5.5,21,23.5,31.5,110.5,139.5,152.5
E1WEG3,0,1.5,1,0.5,0,0,1,1,0,0,0,1,3,4,4.5,21.5,21.5,35.5
E1WEG4,5.5,13,8.5,4,3,2,4.5,10,4.5,4,11.5,11,19,23,26,52.5,52.5,71.5
E1WEG5,4.5,6.5,7,1,2,1,2,3,2,2,7,3,9,10.5,12,32,26,39.5
E1WEG6,7,7,4,0.5,1,1,2.5,2.5,1.5,5,8.5,6.5,11,27.5,18.5,162,170.5,198
E1WEG7,0.5,3,1,0,0.5,0.5,0.5,0.5,0.5,0,1,1,2,2,3.5,22,16,24
E1WEG8,1,1,1,0,1,3.5,3.5,2.5,5,1,4,7.5,6,5,5,8.5,11.5,11.5
E1WEG9,12,16.5,18,4.5,7,4,7.5,15.5,6.5,20,22,16,43,32,31,131.5,123.5,149
E1WEH0,9,9,14,1.5,3,4,8.5,7,4.5,9.5,17,11.5,19.5,26,22,78,84,106
E1WEH1,1.5,3.5,2.5,0,1,0,3.5,1.5,0,4,5.5,3.5,5.5,5,5.5,38,31.5,34.5
E1WEH2,10,14.5,10.5,1,0,2.5,3,4,2.5,2,4.5,3,8.5,10,11,41.5,46.5,75.5
E1WEH3,65,70.5,86.5,8.5,12.5,8,20,37.5,9,26,45.5,34.5,64.5,98,42,153,164,192.5
E1WEH4,282,357,415.5,24,28,11.5,50,87,27,57.5,101,58.5,94.5,123.5,73,240.5,272,331.5
E1WEH5,38,49,43.5,4,9,4,12.5,20.5,6.5,15,34,20,29,43.5,29.5,107,113,139.5
E1WEH6,210,255.5,174,10.5,13.5,7,26.5,59.5,9.5,22.5,67.5,14.5,51,65,47.5,191,190,239
E1WEH7,35,55.5,59.5,11.5,16,18.5,25,40.5,10,19,45.5,12.5,33,50,31.5,146.5,142,199.5
E1WEH8,38.5,54.5,93.5,21,23,28,61.5,131.5,18,55.5,117.5,28,68,85.5,58.5,216,242.5,269
E1WEH9,113.5,125.5,116.5,6.5,10,1,9.5,31.5,5,16,25,26,46,54,66.5,316.5,294,438.5
E1WEI0,36,56.5,59,2.5,6.5,0,8,23,2,12,25,18.5,43.5,62,54,247,295.5,385.5
E1WEI1,37,57.5,47.5,4,9.5,6.5,10,18.5,9,17,18,16.5,38,35,47,220.5,236,302.5
E1WEI2,16.5,19.5,18.5,4,5,3,5,13,5.5,6,9.5,11.5,23,28,42.5,152,179.5,209
E1WEI3,12.5,27.5,21,5,8.5,0.5,3.5,12,2.5,6,12.5,6,19,34,42.5,206.5,219.5,253
E1WEI4,28.5,41.5,28.5,3.5,1.5,1.5,3,15,3,4.5,12,12.5,29,37,33.5,204,232,269.5
E1WEI5,35.5,42.5,24.5,3.5,3.5,0,6,15,3.5,7.5,11.5,12.5,16.5,33.5,33,159.5,204.5,210
E1WEI6,14,16.5,28.5,1.5,3,0.5,4,6.5,1,4.5,7.5,1.5,13.5,18,14.5,103,116,121
E1WEI7,12.5,14.5,16,0.5,0.5,1.5,1.5,7,2.5,5.5,8,4,13,19,21.5,93.5,105,116.5
E1WEI8,23,24.5,25,1.5,3.5,1,18,16.5,7.5,7,17.5,4,53,59.5,24.5,249,283,148.5
E1WEI9,4.5,3,1,2,1,2,4,12.5,3.5,1.5,10,5,9,9.5,8,16.5,12,20
E1WEJ0,444,599.25,560.75,78.25,93.75,28,124,198.75,46.75,102.25,259.5,98.5,372.5,466.25,275.5,1123.5,1197.75,1348
E1WEJ1,144.5,204.5,189.5,13,13,9,33,53.5,13.5,20,42,30,89.5,105,77,394.5,448,551
E1WEJ2,69.5,110,95.5,8.5,10,1.5,16.5,29.5,10,11.5,25.5,20.5,92.5,98.5,78.5,542.5,637.5,645.5
E1WEJ3,271.5,377,364,25.5,30.5,6.5,51,60,12,23.5,56.5,31,257,280,218.5,1442,1608.5,1803
E1WEJ4,550.5,776,709,42,62.5,17,80.5,138,27,53.5,106,73.5,455.5,482,448,2458,2795,3086
E1WEJ5,459.5,707,552,37.5,56,12,70.5,143,24.5,81.5,130.5,64.5,376,440.5,307.5,1844.5,2043,2299
E1WEJ6,991,1464.5,1233.5,96.5,123,33.5,175,267,66,55,156.5,175,539.5,617.5,723.5,3029.5,3363.5,3925
E1WEJ7,787.5,1041.5,1154.5,104.5,142,38.5,158.5,306.5,87.5,256.5,480,232,721,808.5,540.5,2019,2107,2538.5
E1WEJ8,635,828.5,893.5,103,137,35,176,341,93,328.5,630.5,235.5,650,843,497.5,1528.5,1536,1654.5
E1WEJ9,2,8,3.5,1,0,0,0.5,1,0.5,0,5.5,3,2.5,6,5,14.5,13,18.5
E1WEK0,1.5,5,0,0.5,0,0,0,0.5,0.5,0.5,1,2,0,0.5,2,6.5,13.5,15
E1WEK1,5.5,6.5,7.5,3.5,5,2,6.5,7.5,5.5,3,11.5,11,6.5,16.5,8.5,24,31.5,44
E1WEK2,0,0.5,1,0,0,0.5,0,0.5,0,1,0.5,0,1.5,1.5,3,18.5,21,40
E1WEK3,5.5,4.5,1.5,0.5,0,0,0,1,0.5,0.5,4,3.5,4.5,5.5,5.5,36.5,45.5,62
E1WEK4,0.5,0.5,2.5,0,0,0,0,0,0,1.5,0.5,1.5,1,1,3,17,10,20
E1WEK5,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0.5,1,3,3,5.5
E1WEK6,2.5,5.5,4.5,0.5,0,0,0,1.5,0.5,1.5,2.5,2,7,3,2.5,21.5,19.5,26.5
E1WEK7,1,2,0,1.5,0.5,0,0,0,0,0.5,1.5,0,3,1,1,12.5,11,16
E1WEK8,3.5,5.5,8.5,0.5,0.5,0,6.5,5,0.5,1,3.5,2.5,8.5,9,13,54,73,78
E1WEK9,9.5,17.5,14,4.5,7,0,5.5,9.5,4,8,10.5,12.5,20,24,19,47.5,54,55
E1WEL0,12,17,13.5,2.5,0,0,3,2,2,2.5,5,4,6.5,17,11,52.5,49,51
E1WEL1,53.5,65,72.5,2.5,9.5,1.5,7,13,4.5,8.5,19,12.5,27,33.5,33.5,90,101,135.5
E1WEL2,29.5,26.5,32.5,1,3,4.5,2,10,2,5,14,9,14.5,12,20,37.5,38,51.5
E1WEL3,31,40.5,36.5,3,6.5,4.5,7,16,5.5,6,14.5,6,23.5,19.5,22.5,85.5,93.5,113
E1WEL4,1775.5,2316,1451,207,249,113.5,260,367.5,119,125.5,237,208.5,228.5,266.5,200.5,395,516.5,526
E1WEL5,199.5,256,114,23,35,4.5,35.5,43,10.5,15.5,77,39,57.5,83.5,45.5,137.5,186.5,171
E1WEL6,1,3,1,0,0,0,0,2.5,0,1,0.5,0,3.5,2,4.5,15.5,21.5,20.5
E1WEL7,7,10,10,5,2,0,2,7.5,1,3,6.5,5.5,15.5,13,18,60.5,91.5,114
E1WEL8,12,10.5,14.5,2,1,1,1.5,5.5,1.5,1,7,6,17.5,27.5,22.5,121.5,135.5,180.5
E1WEL9,19.5,32.5,34.5,3.5,1.5,0,2.5,4,2.5,7.5,15,7,21.5,19,13,77.5,82.5,112
E1WEM0,51,60,85,3,2.5,2,9.5,8.5,4.5,9,13,5.5,30.5,35,35,168.5,180.5,236
E1WEM1,11,17.5,15.5,2,2.5,3.5,1,1,1.5,5.5,8,3,11.5,10.5,12,34,45,45
E1WEM2,2.5,3,4,0,1,0,2,1,0.5,3,3,1.5,4,10,8,40,51,49
E1WEM3,8.5,5.5,4.5,0.5,2,0,6,7.5,2,4.5,16.5,7,24,23,15,76.5,84,42.5
E1WEM4,5.5,6.5,12.5,1.5,1.5,0,3,4.5,1,1,11,4,9.5,7,11,22.5,26.5,29
E1WEM5,9.5,12,6,1.5,2.5,0,3,5,2.5,4,7.5,5.5,9.5,23.5,7.5,46,70,57
E1WEM6,3.5,6,6,0.5,1,0,0.5,1,0,1.5,3.5,1,2.5,6,3,19,21.5,22.5
E1WEM7,8,18,18.5,0,0.5,0,1,0,1,1.5,4,2,1.5,7,5,37,25.5,42
E1WEM8,202.5,245,326,22.5,22.5,39,47,67.5,135,152,288,53.5,419.5,845.5,541,3317.5,3978,3040.5
E1WEM9,25,44.5,40.5,5.5,4.5,7.5,5,19,5,7.5,17,20.5,23.5,26.5,37.5,107,116.5,137.5
E1WEN1,1.5,1,1,0,0,0,0.5,0,0.5,0,1,1,1,0,0,4,5,1.5
E1WEN2,11.5,28.5,11,2.5,2,0,3,4.5,1,1,4,2.5,7.5,8.5,10,47.5,47,39
E1WEN3,22,23.5,30,3,4.5,0,5.5,8.5,3.5,7.5,12.5,8,21,29.5,19.5,84,86,117
E1WEN4,13,19,18,0.5,4,0.5,1,11,2.5,2.5,7.5,4,6,11,15,30.5,26,45.5
E1WEN5,17.5,32,16,0,1,1.5,3.5,6,1.5,41,26,1.5,36.5,84,11.5,238,199.5,96.5
E1WEN6,0.5,1,1,0,0,0,0,0,1,2.5,0,1,1,1,4,11.5,16,21.5
E1WEN7,0.5,0,0,0,0,0,0,0,0.5,0,0,0,1.5,0,0.5,6.5,8,4.5
E1WEN8,3,3,1,0,0.5,0,0.5,1.5,0,0,0,0,1.5,2.5,3.5,18.5,11.5,16.5
E1WEN9,2,1,0.5,0,0.5,0,0,1,0,0,0,0.5,4,1,3.5,19.5,18,19.5
E1WEP0,1.5,0.5,2,0,0,0,0,2,1,0.5,1,0.5,3.5,2.5,2.5,17.5,25,31
E1WEP1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5,12.5,20,12
E1WEP2,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0,1,1.5,4,9.5,7.5,14
E1WEP3,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,1,2.5,2,3.5
E1WEP4,14,15,7.5,0,1,0,1.5,3.5,2.5,3,2.5,2,7.5,11,8,52,67,64
E1WEP5,10.5,13.5,32.5,0,1.5,0,1,3.5,29.5,2,36.5,1,8.5,17.5,30,80,102,145
E1WEP6,2,3.5,2,2.5,0,0,2,0,0.5,0.5,0.5,0.5,1.5,0.5,0.5,9.5,13.5,18.5
E1WEP7,0.5,1.5,1.5,1,0.5,0,0.5,1.5,1,0,2,1,1.5,4,2,19,9,19.5
E1WEP8,1,5,1.5,1,0,0,0,2,0,0.5,1,0.5,2,3.5,5.5,18,24,26.5
E1WEP9,1.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0,1,0,1,1,3,7
E1WEQ0,1.5,1.5,0.5,0,0,0,1.5,2,0.5,3,2.5,0.5,1,4,2.5,12.5,21.5,21.5
E1WEQ1,1.5,4.5,4.5,0,0.5,1,1,0,1,0,2,1.5,11,7,5,31.5,38.5,43.5
E1WEQ2,0.5,0,0,0,1,0,0.5,1.5,0.5,1,0,1,2.5,0,2.5,7.5,10,8.5
E1WEQ3,0.5,2.5,1,0,0,0,0.5,1.5,0.5,0.5,0.5,0.5,1.5,1,0.5,6.5,13.5,15.5
E1WEQ4,2.5,4,0.5,0,1,0,0,0.5,1.5,0.5,0.5,0,3,4,3,28.5,29,29.5
E1WEQ5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,4,3.5
E1WEQ6,0.5,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,1,5.5,7.5,6.5
E1WEQ7,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,7.5,9.5,6.5
E1WEQ8,1,0.5,0,0,0,0,0,0,0,1,0,0.5,1.5,0,1.5,11,9.5,7
E1WEQ9,0.5,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0.5,7,5,9.5
E1WER0,1.5,1,2,1.5,0.5,0,2,0.5,0,0,0,0,2,4.5,2.5,25.5,34,51.5
E1WER1,15.5,15.5,35,3,8,1.5,8.5,22,4.5,5,16.5,8,15,14.5,13,79.5,86,111.5
E1WER2,57.5,79,105,8.5,10.5,4.5,13.5,16.5,7,16.5,23.5,18,31.5,52,40,118.5,147.5,153.5
E1WER3,2,2,3,0.5,4,3,3,4.5,1,2.5,4,2,5,8,3.5,8,9,9.5
E1WER4,1.5,2,6,0.5,1.5,0.5,1,1.5,0,1,4.5,2,8.5,8.5,4.5,16,15.5,22
E1WER5,1,1,0,0,0.5,0,0,1.5,0,0,0.5,0.5,2.5,1.5,2,3.5,8.5,9.5
E1WER6,22.5,20,17,10,9,4.5,13,24,9,6,26,11,22,19.5,18.5,93.5,98,109.5
E1WER7,11,14,13,7,16,9.5,17,27.5,11.5,18,40.5,25.5,48.5,64,38.5,74.5,90,104.5
E1WER8,8.5,4.5,9.5,2,0.5,1,2,6,5,5,7,9.5,11,12.5,16.5,38.5,53.5,57
E1WER9,3.5,11,7.5,0,1.5,0.5,4,5.5,0.5,3.5,7,7.5,14,11,19,63.5,174,80
E1WES0,3,4.5,4.5,1,1,0,1.5,5.5,2.5,3.5,12.5,9.5,11,12,16.5,29.5,37,51
E1WES1,1,0.5,1,0,0,0,1.5,1.5,1.5,4,9,5.5,3,9,8,19.5,17,17.5
E1WES2,4.5,8,11,3.5,3.5,1,1.5,1,4,5.5,15.5,13,10.5,17,14,51.5,47,52
E1WES3,6.5,5,7.5,0.5,0,1.5,2,6.5,1,3,5,6,5.5,8,8,25.5,43.5,35.5
E1WES4,14,21,18.5,1.5,2.5,2,4.5,4,1,4.5,8,3.5,13,18.5,9,35.5,52,49
E1WES5,15,22,18,2,1.5,2,1.5,1.5,4,6.5,15.5,8.5,19.5,25,21,72.5,74.5,95
E1WES6,97.5,135.5,118,7.5,19.5,5,14,21,8.5,15,23.5,17,42.5,54,50,196,258.5,317
E1WES7,19,22.5,8,5.5,2.5,1,5.5,2,2,2,3.5,3,6,5.5,9.5,27.5,33,38
E1WES8,168,231.5,195,17,17.5,7,26.5,51.5,18.5,11.5,21.5,31,98,161.5,200,884,1005,1540.5
E1WES9,45,50,47,1.5,5.5,2.5,5.5,14.5,4,3.5,7,5,37,44.5,80,532.5,542.5,856.5
E1WET0,265.5,320,193.5,17,15,11,10,9,8.5,10.5,15.5,21,47.5,50.5,68,332,356,334
E1WET1,20.5,27.5,26.5,2.5,2.5,0,3.5,3.5,2,2.5,10,7,20,12,25,134.5,133,190
E1WET2,7.5,8,6,0.5,0,0,1,5,1,2,5,2,8,15.5,16,112,126.5,120
E1WET3,20.5,28,27,2,2.5,0,2,5,5.5,3,7,5.5,18,20,26.5,96,89.5,111
E1WET4,3,1.5,0.5,0,0.5,1.5,1,2,0.5,0,0.5,1,13,18,29,184.5,224.5,357.5
E1WET5,16,17.5,11,2.5,2,0,2.5,9.5,4,5.5,7.5,6.5,11,21.5,16,68,83,93
E1WET6,56,63,72,5,7,2,8.5,15.5,7.5,5,14.5,12.5,26.5,30.5,28,137,155,180
E1WET7,22,23,27,1.5,1.5,0,3,3.5,2.5,4.5,8,6,13.5,16,9,51,57.5,71.5
E1WET8,48.5,82.5,92.5,4,1,1,6.5,11.5,5,11,14,12.5,16.5,24.5,17.5,68,69.5,77.5
E1WET9,13,23,15.5,3.5,2,0.5,2,5,5,7,12,7.5,15.5,24.5,18,58,60,87.5
E1WEU0,10.5,17,11.5,1.5,2.5,0,3,4.5,1,5,10.5,7.5,10.5,9.5,13.5,33.5,35,50
E1WEU1,4,4,7,2,4.5,2,0.5,5,1.5,3,7.5,0.5,8,11.5,7.5,30.5,31,39
E1WEU2,4,2.5,1.5,0.5,0,0,0.5,0,1.5,0,2,0,3.5,6.5,3.5,19,20,27.5
E1WEU3,0,1.5,0.5,0,0,1.5,0.5,1,0.5,0,0.5,0.5,2,2,3,19.5,17.5,22
E1WEU4,63.5,67.5,87,6.5,5,2.5,9,18,10.5,9,29,18,72.5,103,150.5,1000,1096.5,1387
E1WEU5,7.5,8.5,8.5,0,0.5,0,1,2.5,0.5,0,2.5,0.5,7,6.5,9.5,33.5,40,66.5
E1WEU6,37.5,57.5,79,3.5,6.5,2.5,7.5,15.5,7,5,15.5,11,51,73.5,60.5,480.5,520.5,565.5
E1WEU7,42.5,47.5,52.5,5,12.5,1.5,3,8.5,5,0,0,1.5,1.5,2.5,4,29.5,31,41.5
E1WEU8,61.5,58,68,15.5,24.5,3.5,5.5,11.5,7,1,1.5,3.5,2.5,5,8.5,58,60.5,69
E1WEU9,26.5,21.5,37,6.5,13,3,2.5,7.5,3.5,0.5,1,6.5,1,5,7,38,35,39.5
E1WEV0,44.5,50.5,41,11,18,1.5,12,12,5.5,0,1,1,3,4.5,3,24,23.5,29
E1WEV1,433,501,530.5,89.5,125.5,29,112,166,58,38.5,65.5,75.5,119,140,155.5,883,995.5,1128
E1WEV2,68.5,77,70,10,13.5,4.5,7.5,12,4,1,3.5,3.5,3,9,13,52.5,67.5,100.5
E1WEV3,31,28,33,1,2.5,1.5,1,2,0.5,1.5,1.5,4,18.5,23.5,28,175.5,212,260
E1WEV4,18,14.5,15.5,1,4,0,5,6,1.5,0.5,4.5,2.5,8,9,8,34,50.5,63.5
E1WEV5,3,5.5,2.5,2.5,5.5,5,6,13.5,1,1,4,5,9.5,11.5,6,35,50,49.5
E1WEV6,2,5,4,0,0.5,0,1,1.5,0.5,1.5,0,1,4,6,4.5,36,29.5,39
E1WEV7,4,3.5,4,1,1.5,0,2,1.5,1,2,5.5,5,9.5,9,8.5,47.5,50.5,45
E1WEV8,30.5,36,51,5,3.5,2.5,1,9.5,2,3,7,6,21,19.5,32,106,105,170.5
E1WEV9,41,49.5,54,14,7,13,5.5,10,7,7.5,16,11,18,21.5,20,50.5,63,85
E1WEW0,11,15.5,14,1,2,0,5,2,2,3,7,1,8.5,10,3.5,32.5,39.5,42.5
E1WEW1,3,2.5,1.5,0.5,0,0,0,0,0,0,0.5,0,0,0.5,2,7,5,8
E1WEW2,1,2.5,1,0.5,0,0,1,1,0,1,1,0,2.5,2,3.5,8,5,13
E1WEW3,15,21,34,1.5,1.5,2,11,14,3.5,16.5,27,14,27,40,36,83,94.5,80.5
E1WEW4,3,4,3,0.5,0,2,2.5,1.5,1.5,4.5,6,2.5,8.5,12,8.5,4,11,9.5
E1WEW5,61.5,67.5,67.5,15,19.5,2,27,58,18,47.5,99,37,101,149,73,77,69.5,61.5
E1WEW6,5,6,1,0.5,0,0,0,4.5,1,0,0.5,0,1,0,2.5,3,7,5.5
E1WEW7,5.5,3.5,4,0.5,0.5,1.5,0.5,1.5,0,1.5,0.5,18,4.5,5.5,5,32.5,30,32
E1WEW8,3.5,3,2.5,0,1,0,0,1,0,0.5,0,1,4,2,0.5,12.5,11,21
E1WEW9,1,3,1,0,0,0,0,0.5,0,0,0.5,0.5,2.5,4.5,2.5,9.5,14,9.5
E1WEX0,1.5,0.5,1,0,0,0,0,0,1,0,0,0,0,2.5,1,8,14,17.5
E1WEX1,3.5,1,2.5,0,1,0,0,0.5,1,0.5,0.5,2,4.5,5,7.5,31.5,26.5,37.5
E1WEX2,2,2,0,0,0,0,0,0,0,0,0.5,0,4,0.5,1,10.5,16,14.5
E1WEX3,148.5,180.5,179,4,7,1.5,12.5,22,4,8.5,18.5,12.5,22.5,32,28,94.5,107.5,141.5
E1WEX4,9,10.5,9,1.5,2.5,1,3,6,0.5,1,1.5,1.5,7.5,14,14.5,38.5,54.5,66
E1WEX5,6.5,9.25,6.5,1.75,2,0.5,1.5,6,0.75,2.25,8.25,2.75,5.75,12.25,14,59.75,60.75,76.25
E1WEX6,4.5,7.5,2.5,6,6.5,1,10.5,10.5,4.5,8,14.5,9,29,33.5,16.5,32,38,50
E1WEX7,1,1,4,9.5,7,3,13,29,10.5,13.5,40,15.5,35.5,44.5,26.5,36,45,57.5
E1WEX8,2,2.5,4.5,0,1.5,0,2.5,3,0.5,3.5,4.5,4,5.5,7.5,6,27.5,37.5,44
E1WEX9,26,33.5,18,0.5,1.5,0,5.5,5.5,0.5,4,3.5,2,14.5,17.5,20,122.5,158,150
E1WEY0,184,251.5,297.5,2.5,12,1.5,12,23,7.5,20.5,26,17.5,63,74,63.5,343,442.5,487.5
E1WEY1,17,29,23,5.5,14.5,1.5,8.5,11.5,7.5,11.5,15,15.5,19.5,34,35.5,68.5,92,111
E1WEY2,13,14,11.5,8,8.5,5.5,11,26,4.5,22.5,34.5,19.5,29,47,24.5,60.5,60.5,84.5
