Gene.Ontology.ID,Function
GO:0006054,  N-acetylneuraminate metabolic process  [isa: 0006040  1901135  0071704  0008152  0008150 ]
GO:0019276,  UDP-N-acetylgalactosamine metabolic process  [isa: 0006040  1901135  0071704  0008152  0008150 ]
GO:0019277,  UDP-N-acetylgalactosamine biosynthetic process  [isa: 0019276  0006040  1901135  0071704  0008152  0008150 ]
GO:0046349,  amino sugar biosynthetic process  [isa: 0006040  1901135  0071704  0008152  0008150 ]
GO:0097172,  N-acetylmuramic acid metabolic process  [isa: 0006040  1901135  0071704  0008152  0008150 ]
GO:1901071,  glucosamine-containing compound metabolic process  [isa: 0006040  1901135  0071704  0008152  0008150 ]
GO:0006044,  N-acetylglucosamine metabolic process  [isa: 1901071  0006040  1901135  0071704  0008152  0008150 ]
GO:0006011,  UDP-glucose metabolic process  [isa: 0009225  1901135  0071704  0008152  0008150 ]
GO:0009226,  nucleotide-sugar biosynthetic process  [isa: 0009225  1901135  0071704  0008152  0008150 ]
GO:0009298,  GDP-mannose biosynthetic process  [isa: 0009226  0009225  1901135  0071704  0008152  0008150 ]
GO:0019305,  dTDP-rhamnose biosynthetic process  [isa: 0009226  0009225  1901135  0071704  0008152  0008150 ]
GO:0033468,  CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process  [isa: 0009226  0009225  1901135  0071704  0008152  0008150 ]
GO:0042350,  GDP-L-fucose biosynthetic process  [isa: 0009226  0009225  1901135  0071704  0008152  0008150 ]
GO:0042351,  'de novo' GDP-L-fucose biosynthetic process  [isa: 0042350  0009226  0009225  1901135  0071704  0008152  0008150 ]
GO:0097171,  ADP-L-glycero-beta-D-manno-heptose biosynthetic process  [isa: 0009226  0009225  1901135  0071704  0008152  0008150 ]
GO:0019673,  GDP-mannose metabolic process  [isa: 0009225  1901135  0071704  0008152  0008150 ]
GO:0033467,  CMP-keto-3-deoxy-D-manno-octulosonic acid metabolic process  [isa: 0009225  1901135  0071704  0008152  0008150 ]
GO:0046368,  GDP-L-fucose metabolic process  [isa: 0009225  1901135  0071704  0008152  0008150 ]
GO:0046383,  dTDP-rhamnose metabolic process  [isa: 0009225  1901135  0071704  0008152  0008150 ]
GO:0097170,  ADP-L-glycero-beta-D-manno-heptose metabolic process  [isa: 0009225  1901135  0071704  0008152  0008150 ]
GO:0046378,  enterobacterial common antigen metabolic process  [isa: 1901135  0071704  0008152  0008150 ]
GO:0009246,  enterobacterial common antigen biosynthetic process  [isa: 0046378  1901135  0071704  0008152  0008150 ]
GO:1901159,  xylulose 5-phosphate biosynthetic process  [isa: 0051167  1901135  0071704  0008152  0008150 ]
GO:0052779,  amino disaccharide metabolic process  [isa: 1901135  0071704  0008152  0008150 ]
GO:0052778,  diacetylchitobiose metabolic process  [isa: 0052779  1901135  0071704  0008152  0008150 ]
GO:1901269,  lipooligosaccharide metabolic process  [isa: 1901135  0071704  0008152  0008150 ]
GO:1901657,  glycosyl compound metabolic process  [isa: 1901135  0071704  0008152  0008150 ]
GO:1902776,  6-sulfoquinovose [isa: 1901135  0071704  0008152  0008150 ]
GO:1901360,  organic cyclic compound metabolic process  [isa: 0071704  0008152  0008150 ]
GO:0006560,  proline metabolic process  [isa: 1901360  0071704  0008152  0008150 ]
GO:0009106,  lipoate metabolic process  [isa: 1901360  0071704  0008152  0008150 ]
GO:0018958,  phenol-containing compound metabolic process  [isa: 1901360  0071704  0008152  0008150 ]
GO:0042537,  benzene-containing compound metabolic process  [isa: 1901360  0071704  0008152  0008150 ]
GO:1901568,  fatty acid derivative metabolic process  [isa: 0071704  0008152  0008150 ]
GO:1902224,  ketone body metabolic process  [isa: 1901568  0071704  0008152  0008150 ]
GO:1901615,  organic hydroxy compound metabolic process  [isa: 0071704  0008152  0008150 ]
GO:0006089,  lactate metabolic process  [isa: 1901615  0071704  0008152  0008150 ]
GO:0008614,  pyridoxine metabolic process  [isa: 1901615  0071704  0008152  0008150 ]
GO:0019632,  shikimate metabolic process  [isa: 1901615  0071704  0008152  0008150 ]
GO:0009987,  cellular process  [isa: 0008150 ]
GO:0006276,  plasmid maintenance  [isa: 0009987  0008150 ]
GO:0006457,  protein folding  [isa: 0009987  0008150 ]
GO:0042026,  protein refolding  [isa: 0006457  0009987  0008150 ]
GO:0061077,  chaperone-mediated protein folding  [isa: 0006457  0009987  0008150 ]
GO:0006928,  movement of cell or subcellular component  [isa: 0009987  0008150 ]
GO:0048870,  cell motility  [isa: 0006928  0009987  0008150 ]
GO:0001539,  cilium or flagellum-dependent cell motility  [isa: 0048870  0006928  0009987  0008150 ]
GO:0007049,  cell cycle  [isa: 0009987  0008150 ]
GO:0007059,  chromosome segregation  [isa: 0009987  0008150 ]
GO:0007154,  cell communication  [isa: 0009987  0008150 ]
GO:0007267,  cell-cell signaling  [isa: 0007154  0009987  0008150 ]
GO:0009372,  quorum sensing  [isa: 0007267  0007154  0009987  0008150 ]
GO:0031668,  cellular response to extracellular stimulus  [isa: 0007154  0009987  0008150 ]
GO:0009432,  SOS response  [isa: 0031668  0007154  0009987  0008150 ]
GO:0030420,  establishment of competence for transformation  [isa: 0031668  0007154  0009987  0008150 ]
GO:0031669,  cellular response to nutrient levels  [isa: 0031668  0007154  0009987  0008150 ]
GO:0009267,  cellular response to starvation  [isa: 0031669  0031668  0007154  0009987  0008150 ]
GO:0016036,  cellular response to phosphate starvation  [isa: 0009267  0031669  0031668  0007154  0009987  0008150 ]
GO:0007165,  signal transduction  [isa: 0009987  0008150 ]
GO:0007166,  cell surface receptor signaling pathway  [isa: 0007165  0009987  0008150 ]
GO:0007215,  glutamate receptor signaling pathway  [isa: 0007166  0007165  0009987  0008150 ]
GO:0035235,  ionotropic glutamate receptor signaling pathway  [isa: 0007215  0007166  0007165  0009987  0008150 ]
GO:0023014,  signal transduction by protein phosphorylation  [isa: 0007165  0009987  0008150 ]
GO:0035556,  intracellular signal transduction  [isa: 0007165  0009987  0008150 ]
GO:0000160,  phosphorelay signal transduction system  [isa: 0035556  0007165  0009987  0008150 ]
GO:0016043,  cellular component organization  [isa: 0009987  0008150 ]
GO:0006996,  organelle organization  [isa: 0016043  0009987  0008150 ]
GO:0007010,  cytoskeleton organization  [isa: 0006996  0016043  0009987  0008150 ]
GO:0030036,  actin cytoskeleton organization  [isa: 0007010  0006996  0016043  0009987  0008150 ]
GO:0031532,  actin cytoskeleton reorganization  [isa: 0030036  0007010  0006996  0016043  0009987  0008150 ]
GO:0044781,  bacterial-type flagellum organization  [isa: 0006996  0016043  0009987  0008150 ]
GO:0044780,  bacterial-type flagellum assembly  [isa: 0044781  0006996  0016043  0009987  0008150 ]
GO:0051276,  chromosome organization  [isa: 0006996  0016043  0009987  0008150 ]
GO:0043570,  maintenance of DNA repeat elements  [isa: 0051276  0006996  0016043  0009987  0008150 ]
GO:0043571,  maintenance of CRISPR repeat elements  [isa: 0043570  0051276  0006996  0016043  0009987  0008150 ]
GO:0071103,  DNA conformation change  [isa: 0051276  0006996  0016043  0009987  0008150 ]
GO:0006265,  DNA topological change  [isa: 0071103  0051276  0006996  0016043  0009987  0008150 ]
GO:0006323,  DNA packaging  [isa: 0071103  0051276  0006996  0016043  0009987  0008150 ]
GO:0030261,  chromosome condensation  [isa: 0006323  0071103  0051276  0006996  0016043  0009987  0008150 ]
GO:0032392,  DNA geometric change  [isa: 0071103  0051276  0006996  0016043  0009987  0008150 ]
GO:0032508,  DNA duplex unwinding  [isa: 0032392  0071103  0051276  0006996  0016043  0009987  0008150 ]
GO:0006268,  DNA unwinding involved in DNA replication  [isa: 0032508  0032392  0071103  0051276  0006996  0016043  0009987  0008150 ]
GO:0070925,  organelle assembly  [isa: 0006996  0016043  0009987  0008150 ]
GO:0042255,  ribosome assembly  [isa: 0070925  0006996  0016043  0009987  0008150 ]
GO:0042256,  mature ribosome assembly  [isa: 0042255  0070925  0006996  0016043  0009987  0008150 ]
GO:0022411,  cellular component disassembly  [isa: 0016043  0009987  0008150 ]
GO:0032984,  protein-containing complex disassembly  [isa: 0022411  0016043  0009987  0008150 ]
GO:0043624,  cellular protein complex disassembly  [isa: 0032984  0022411  0016043  0009987  0008150 ]
GO:0006415,  translational termination  [isa: 0043624  0032984  0022411  0016043  0009987  0008150 ]
GO:0022607,  cellular component assembly  [isa: 0016043  0009987  0008150 ]
GO:0030031,  cell projection assembly  [isa: 0022607  0016043  0009987  0008150 ]
GO:0009297,  pilus assembly  [isa: 0030031  0022607  0016043  0009987  0008150 ]
GO:0031163,  metallo-sulfur cluster assembly  [isa: 0022607  0016043  0009987  0008150 ]
GO:0016226,  iron-sulfur cluster assembly  [isa: 0031163  0022607  0016043  0009987  0008150 ]
GO:0044571,  [2Fe-2S] cluster assembly  [isa: 0016226  0031163  0022607  0016043  0009987  0008150 ]
GO:0065003,  protein-containing complex assembly  [isa: 0022607  0016043  0009987  0008150 ]
GO:0034622,  cellular protein-containing complex assembly  [isa: 0065003  0022607  0016043  0009987  0008150 ]
GO:0017004,  cytochrome complex assembly  [isa: 0034622  0065003  0022607  0016043  0009987  0008150 ]
GO:0022618,  ribonucleoprotein complex assembly  [isa: 0034622  0065003  0022607  0016043  0009987  0008150 ]
GO:0000027,  ribosomal large subunit assembly  [isa: 0022618  0034622  0065003  0022607  0016043  0009987  0008150 ]
GO:0051131,  chaperone-mediated protein complex assembly  [isa: 0034622  0065003  0022607  0016043  0009987  0008150 ]
GO:0051258,  protein polymerization  [isa: 0034622  0065003  0022607  0016043  0009987  0008150 ]
GO:0051259,  protein complex oligomerization  [isa: 0065003  0022607  0016043  0009987  0008150 ]
GO:0051262,  protein tetramerization  [isa: 0051259  0065003  0022607  0016043  0009987  0008150 ]
GO:0070206,  protein trimerization  [isa: 0051259  0065003  0022607  0016043  0009987  0008150 ]
GO:0071709,  membrane assembly  [isa: 0022607  0016043  0009987  0008150 ]
GO:0043165,  Gram-negative-bacterium-type cell outer membrane assembly  [isa: 0071709  0022607  0016043  0009987  0008150 ]
GO:0090529,  cell septum assembly  [isa: 0022607  0016043  0009987  0008150 ]
GO:0000917,  division septum assembly  [isa: 0090529  0022607  0016043  0009987  0008150 ]
GO:0030030,  cell projection organization  [isa: 0016043  0009987  0008150 ]
GO:0043711,  pilus organization  [isa: 0030030  0016043  0009987  0008150 ]
GO:0032535,  regulation of cellular component size  [isa: 0016043  0009987  0008150 ]
GO:0008361,  regulation of cell size  [isa: 0032535  0016043  0009987  0008150 ]
GO:0006884,  cell volume homeostasis  [isa: 0008361  0032535  0016043  0009987  0008150 ]
GO:0032989,  cellular component morphogenesis  [isa: 0016043  0009987  0008150 ]
GO:0000902,  cell morphogenesis  [isa: 0032989  0016043  0009987  0008150 ]
GO:0043933,  protein-containing complex subunit organization  [isa: 0016043  0009987  0008150 ]
GO:0071826,  ribonucleoprotein complex subunit organization  [isa: 0043933  0016043  0009987  0008150 ]
GO:0045229,  external encapsulating structure organization  [isa: 0016043  0009987  0008150 ]
GO:0071555,  cell wall organization  [isa: 0045229  0016043  0009987  0008150 ]
GO:0042545,  cell wall modification  [isa: 0071555  0045229  0016043  0009987  0008150 ]
GO:0061024,  membrane organization  [isa: 0016043  0009987  0008150 ]
GO:0097435,  supramolecular fiber organization  [isa: 0016043  0009987  0008150 ]
GO:0007015,  actin filament organization  [isa: 0097435  0016043  0009987  0008150 ]
GO:0019725,  cellular homeostasis  [isa: 0009987  0008150 ]
GO:0045454,  cell redox homeostasis  [isa: 0019725  0009987  0008150 ]
GO:0055082,  cellular chemical homeostasis  [isa: 0019725  0009987  0008150 ]
GO:0006873,  cellular ion homeostasis  [isa: 0055082  0019725  0009987  0008150 ]
GO:0030002,  cellular anion homeostasis  [isa: 0006873  0055082  0019725  0009987  0008150 ]
GO:0030320,  cellular monovalent inorganic anion homeostasis  [isa: 0030002  0006873  0055082  0019725  0009987  0008150 ]
GO:0030643,  cellular phosphate ion homeostasis  [isa: 0030320  0030002  0006873  0055082  0019725  0009987  0008150 ]
GO:0072501,  cellular divalent inorganic anion homeostasis  [isa: 0030002  0006873  0055082  0019725  0009987  0008150 ]
GO:0072502,  cellular trivalent inorganic anion homeostasis  [isa: 0030002  0006873  0055082  0019725  0009987  0008150 ]
GO:0030003,  cellular cation homeostasis  [isa: 0006873  0055082  0019725  0009987  0008150 ]
GO:0006875,  cellular metal ion homeostasis  [isa: 0030003  0006873  0055082  0019725  0009987  0008150 ]
GO:0046916,  cellular transition metal ion homeostasis  [isa: 0006875  0030003  0006873  0055082  0019725  0009987  0008150 ]
GO:0006878,  cellular copper ion homeostasis  [isa: 0046916  0006875  0030003  0006873  0055082  0019725  0009987  0008150 ]
GO:0006879,  cellular iron ion homeostasis  [isa: 0046916  0006875  0030003  0006873  0055082  0019725  0009987  0008150 ]
GO:0019835,  cytolysis  [isa: 0009987  0008150 ]
GO:0022402,  cell cycle process  [isa: 0009987  0008150 ]
GO:0000910,  cytokinesis  [isa: 0022402  0009987  0008150 ]
GO:0043093,  FtsZ-dependent cytokinesis  [isa: 0000910  0022402  0009987  0008150 ]
GO:0032506,  cytokinetic process  [isa: 0022402  0009987  0008150 ]
GO:0030029,  actin filament-based process  [isa: 0009987  0008150 ]
GO:0032196,  transposition  [isa: 0009987  0008150 ]
GO:0043335,  protein unfolding  [isa: 0009987  0008150 ]
GO:0001887,  selenium compound metabolic process  [isa: 0044237  0009987  0008150 ]
GO:0070329,  tRNA seleno-modification  [isa: 0001887  0044237  0009987  0008150 ]
GO:0009438,  methylglyoxal metabolic process  [isa: 0006081  0044237  0009987  0008150 ]
GO:0019242,  methylglyoxal biosynthetic process  [isa: 0009438  0006081  0044237  0009987  0008150 ]
GO:0051596,  methylglyoxal catabolic process  [isa: 0009438  0006081  0044237  0009987  0008150 ]
GO:0061727,  methylglyoxal catabolic process to lactate  [isa: 0051596  0009438  0006081  0044237  0009987  0008150 ]
GO:0019243,  methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione  [isa: 0061727  0051596  0009438  0006081  0044237  0009987  0008150 ]
GO:0009436,  glyoxylate catabolic process  [isa: 0046185  0006081  0044237  0009987  0008150 ]
GO:0046487,  glyoxylate metabolic process  [isa: 0006081  0044237  0009987  0008150 ]
GO:0046394,  carboxylic acid biosynthetic process  [isa: 0016053  0006082  0044237  0009987  0008150 ]
GO:0019284,  L-methionine salvage from S-adenosylmethionine  [isa: 0071267  0043102  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0019509,  L-methionine salvage from methylthioadenosine  [isa: 0071267  0043102  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0006529,  asparagine biosynthetic process  [isa: 0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0070981,  L-asparagine biosynthetic process  [isa: 0006529  0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0009085,  lysine biosynthetic process  [isa: 0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0009089,  lysine biosynthetic process via diaminopimelate  [isa: 0009085  0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0071265,  L-methionine biosynthetic process  [isa: 0009086  0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0071266,  'de novo' L-methionine biosynthetic process  [isa: 0071265  0009086  0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0019279,  L-methionine biosynthetic process from L-homoserine via cystathionine  [isa: 0071266  0071265  0009086  0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0019281,  L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine  [isa: 0019279  0071266  0071265  0009086  0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0009088,  threonine biosynthetic process  [isa: 0009067  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
GO:0006545,  glycine biosynthetic process  [isa: 0009070  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ]
